iter	RMSE
0	216.5369708
1	207.4309471
2	199.4808456
3	191.534982
4	184.0951327
5	176.6203266
6	170.1613523
7	162.7922803
8	156.1287725
9	150.0274427
10	143.6595387
11	137.8833432
12	131.7446462
13	125.9924169
14	120.8107236
15	116.0315018
16	110.6569167
17	106.052049
18	101.591912
19	97.36044479
20	93.27321312
21	89.18006344
22	85.3952969
23	81.7477693
24	78.32134554
25	74.88237343
26	71.94588093
27	69.12455398
28	66.49368825
29	63.84966897
30	61.48225384
31	58.81344309
32	56.635614
33	54.30668453
34	52.31478704
35	50.59466382
36	48.61626043
37	46.80233813
38	45.07394207
39	43.27297805
40	41.53843417
41	40.03799016
42	38.46787017
43	37.00147199
44	35.76727569
45	34.56310052
46	33.39229132
47	32.30103849
48	31.26344738
49	30.18379901
50	29.22298179
51	28.28398102
52	27.49149682
53	26.59431901
54	25.76835888
55	25.04736912
56	24.33311838
57	23.71395589
58	23.09100856
59	22.49764536
60	21.92910017
61	21.32555451
62	20.74691057
63	20.25068142
64	19.80798034
65	19.33555785
66	18.91473136
67	18.52617273
68	18.11738
69	17.78071151
70	17.39224274
71	17.02177793
72	16.70722057
73	16.42224961
74	16.17592243
75	15.91217739
76	15.61248847
77	15.38786971
78	15.16093134
79	14.92977781
80	14.7424662
81	14.51735411
82	14.3487932
83	14.23094878
84	14.15354219
85	13.97542976
86	13.83525041
87	13.6867627
88	13.53375961
89	13.34932839
90	13.21010622
91	13.06078763
92	12.93385491
93	12.76683097
94	12.6896373
95	12.53228617
96	12.37094814
97	12.27401762
98	12.15712096
99	12.05841773
100	11.93155128
101	11.85240019
102	11.77151468
103	11.65907921
104	11.50269299
105	11.40182279
106	11.28900494
107	11.17714556
108	11.1097715
109	11.02894348
110	10.90056016
111	10.81932586
112	10.75393847
113	10.68654153
114	10.6172138
115	10.53257947
116	10.44660597
117	10.37744686
118	10.28053999
119	10.22067233
120	10.16829588
121	10.07685762
122	10.025184
123	9.949376989
124	9.88783956
125	9.832490471
126	9.779562255
127	9.72571614
128	9.652729238
129	9.583180596
130	9.505864909
131	9.48041546
132	9.416699414
133	9.357782807
134	9.29484818
135	9.26473077
136	9.209080648
137	9.162092614
138	9.107506485
139	9.05101128
140	9.011729826
141	8.973893144
142	8.929243227
143	8.874488577
144	8.811094643
145	8.74950365
146	8.71400782
147	8.671369232
148	8.640791148
149	8.608274041
150	8.557718267
151	8.500713453
152	8.456895592
153	8.410409088
154	8.373064061
155	8.335521481
156	8.29634144
157	8.248720137
158	8.209740876
159	8.174785209
160	8.138207768
161	8.091421003
162	8.059799214
163	8.006970645
164	7.967995539
165	7.930006235
166	7.908567534
167	7.87855551
168	7.845873755
169	7.821149607
170	7.775736033
171	7.736577488
172	7.703424384
173	7.65748028
174	7.611942205
175	7.571060518
176	7.52849403
177	7.488514366
178	7.454858904
179	7.415447
180	7.385202314
181	7.34621497
182	7.321613685
183	7.276262518
184	7.246387167
185	7.212882764
186	7.186082636
187	7.166475245
188	7.139227227
189	7.122181733
190	7.108161843
191	7.10236791
192	7.066438144
193	7.043112649
194	7.007686897
195	6.983345473
196	6.947703597
197	6.923417839
198	6.896949397
199	6.866606038
200	6.833436505
201	6.80919561
202	6.783009554
203	6.764000856
204	6.73675274
205	6.72434433
206	6.719192481
207	6.690269244
208	6.658968296
209	6.63065419
210	6.607984329
211	6.593339696
212	6.565955758
213	6.532099514
214	6.527029504
215	6.508609837
216	6.484932764
217	6.461276185
218	6.433030136
219	6.425709114
220	6.40308813
221	6.389478119
222	6.364926069
223	6.352610992
224	6.321910973
225	6.308439992
226	6.28847305
227	6.272483841
228	6.252482612
229	6.240098481
230	6.236684714
231	6.211775963
232	6.2088929
233	6.200027621
234	6.190722342
235	6.186904508
236	6.160407948
237	6.146265869
238	6.122228079
239	6.105437718
240	6.092581754
241	6.079997957
242	6.065190901
243	6.053610595
244	6.03270284
245	6.009856392
246	6.0065096
247	5.9936651
248	5.982815634
249	5.960306783
250	5.947935139
251	5.925679661
252	5.914341599
253	5.911693758
254	5.890118784
255	5.878487865
256	5.869429959
257	5.84885399
258	5.830930801
259	5.812470665
260	5.803785189
261	5.780341175
262	5.764790712
263	5.757170536
264	5.754171795
265	5.751489961
266	5.727766614
267	5.720440582
268	5.707737557
269	5.69481627
270	5.684608544
271	5.669525139
272	5.64785596
273	5.638190454
274	5.619344708
275	5.604214131
276	5.58525006
277	5.581395775
278	5.561274927
279	5.55914203
280	5.542210088
281	5.539878568
282	5.524848376
283	5.50901241
284	5.501635472
285	5.485796301
286	5.470526287
287	5.450712363
288	5.440053553
289	5.423991618
290	5.422152553
291	5.407828272
292	5.388049112
293	5.377848176
294	5.370934869
295	5.367218301
296	5.347509823
297	5.331828967
298	5.318999031
299	5.317212645
300	5.304114332
301	5.302066332
302	5.299437955
303	5.289329046
304	5.275929605
305	5.260054279
306	5.245912088
307	5.227885278
308	5.211142966
309	5.19969302
310	5.187287022
311	5.181770359
312	5.168346562
313	5.161441964
314	5.15391283
315	5.144168064
316	5.129164001
317	5.124746052
318	5.117418002
319	5.114790717
320	5.102555489
321	5.093991919
322	5.077445596
323	5.064278178
324	5.048468414
325	5.036104058
326	5.025347655
327	5.014295533
328	5.005684271
329	4.996815811
330	4.994941286
331	4.986266257
332	4.980227265
333	4.977415841
334	4.966253067
335	4.959791026
336	4.949095958
337	4.942422652
338	4.930254988
339	4.919385604
340	4.911918588
341	4.899524471
342	4.8895695
343	4.887392071
344	4.874779638
345	4.868971794
346	4.861973306
347	4.85473784
348	4.849877623
349	4.835110199
350	4.830957055
351	4.823730133
352	4.82121743
353	4.810967464
354	4.806384609
355	4.797407344
356	4.795618402
357	4.790949709
358	4.780287318
359	4.76860194
360	4.762909417
361	4.760009854
362	4.758127712
363	4.754647185
364	4.752024198
365	4.738444683
366	4.734645555
367	4.724335822
368	4.719054926
369	4.704966994
370	4.69491143
371	4.686342339
372	4.682968367
373	4.678192309
374	4.670755153
375	4.665398403
376	4.659763746
377	4.655894981
378	4.644105363
379	4.639637065
380	4.635300888
381	4.633031638
382	4.625521881
383	4.619198255
384	4.614171041
385	4.60882188
386	4.607189397
387	4.602245447
388	4.594438972
389	4.58980661
390	4.587156876
391	4.577417558
392	4.566677815
393	4.562529875
394	4.553304779
395	4.544891332
396	4.53790762
397	4.529347701
398	4.528280413
399	4.524310547
400	4.517379833
401	4.513498177
402	4.510561761
403	4.50899254
404	4.50577016
405	4.497689879
406	4.488494939
407	4.483212233
408	4.481603582
409	4.477739157
410	4.469942776
411	4.462499779
412	4.455955126
413	4.451403199
414	4.446011325
415	4.439499417
416	4.432103752
417	4.424987482
418	4.418234223
419	4.412656491
420	4.40543071
421	4.396527982
422	4.385717183
423	4.377897934
424	4.375796536
425	4.367970332
426	4.358855478
427	4.352931786
428	4.34988175
429	4.340435299
430	4.338778799
431	4.331423932
432	4.328612735
433	4.318234836
434	4.316224068
435	4.310036207
436	4.303873
437	4.303246062
438	4.301913758
439	4.296804533
440	4.295613548
441	4.294265691
442	4.288206309
443	4.284335045
444	4.279610103
445	4.275243663
446	4.274121049
447	4.270521588
448	4.265676999
449	4.257788515
450	4.251294434
451	4.24894801
452	4.247815061
453	4.246214495
454	4.239870898
455	4.238015652
456	4.233898451
457	4.225193873
458	4.223326534
459	4.218185178
460	4.216654495
461	4.210193827
462	4.202138446
463	4.200005082
464	4.196862229
465	4.195494978
466	4.188173602
467	4.185213446
468	4.181660223
469	4.176957014
470	4.175580933
471	4.168788936
472	4.163747962
473	4.159615906
474	4.153465293
475	4.147929413
476	4.139897979
477	4.136878539
478	4.131893512
479	4.129234395
480	4.12552419
481	4.120770131
482	4.114831079
483	4.109463086
484	4.10432435
485	4.101460686
486	4.100145332
487	4.096559749
488	4.095496585
489	4.091096047
490	4.086595703
491	4.084191423
492	4.080000661
493	4.076999746
494	4.07014245
495	4.063854959
496	4.060527133
497	4.054243296
498	4.051677975
499	4.046996854
500	4.04242298
501	4.03626059
502	4.031762078
503	4.026194276
504	4.020803975
505	4.013553571
506	4.008960986
507	4.005934694
508	4.004208848
509	3.998668703
510	3.995882716
511	3.990148403
512	3.988258164
513	3.987126209
514	3.984698889
515	3.97784342
516	3.971227439
517	3.965144426
518	3.962488861
519	3.958038308
520	3.953729461
521	3.949065691
522	3.944687461
523	3.94331861
524	3.940193237
525	3.936825848
526	3.932789199
527	3.927663403
528	3.925949027
529	3.923517986
530	3.916059648
531	3.912193233
532	3.908001389
533	3.907016445
534	3.901875844
535	3.894993229
536	3.891147439
537	3.890443575
538	3.887136303
539	3.884688756
540	3.882862723
541	3.88061052
542	3.876180131
543	3.873507302
544	3.869960784
545	3.865965111
546	3.860333624
547	3.856426252
548	3.851575937
549	3.850854509
550	3.847452784
551	3.844019052
552	3.842331005
553	3.837418346
554	3.835644308
555	3.829442124
556	3.828557073
557	3.825051204
558	3.821526949
559	3.815924694
560	3.814273008
561	3.80894086
562	3.807375406
563	3.805195153
564	3.800194844
565	3.799311871
566	3.796927268
567	3.793477904
568	3.790258436
569	3.787756446
570	3.785861153
571	3.783069252
572	3.777499019
573	3.772882091
574	3.770447665
575	3.767640977
576	3.763956538
577	3.762917209
578	3.760892974
579	3.75797349
580	3.756280436
581	3.750423482
582	3.745430068
583	3.743524163
584	3.740647898
585	3.739390774
586	3.738882702
587	3.735343857
588	3.732438831
589	3.731274028
590	3.727079156
591	3.723265421
592	3.718066836
593	3.715372288
594	3.709969771
595	3.707810709
596	3.70415024
597	3.700189111
598	3.697746407
599	3.69401971
600	3.689791174
601	3.68812536
602	3.685800881
603	3.681246336
604	3.677620412
605	3.672957532
606	3.670073089
607	3.669388772
608	3.665599503
609	3.660675373
610	3.65807975
611	3.657053055
612	3.653775981
613	3.650371123
614	3.648175371
615	3.645202075
616	3.641749048
617	3.639423983
618	3.636935814
619	3.631267595
620	3.630573162
621	3.628267794
622	3.627269902
623	3.626221785
624	3.624331154
625	3.621211879
626	3.619061663
627	3.618265784
628	3.616506014
629	3.614852865
630	3.612642682
631	3.610597864
632	3.607604856
633	3.602691348
634	3.601809813
635	3.599719676
636	3.598153339
637	3.596314906
638	3.594642829
639	3.593102324
640	3.588707905
641	3.586092928
642	3.58329011
643	3.580541585
644	3.578625858
645	3.576920595
646	3.573390206
647	3.570791766
648	3.565705243
649	3.564252362
650	3.561404748
651	3.560047324
652	3.558697056
653	3.557244736
654	3.555520183
655	3.550490535
656	3.547197553
657	3.544681631
658	3.542480164
659	3.539406447
660	3.53659869
661	3.534499982
662	3.531709558
663	3.529514978
664	3.527856211
665	3.522963941
666	3.518304817
667	3.516341494
668	3.514526714
669	3.511734017
670	3.508854677
671	3.507395369
672	3.505942342
673	3.504422698
674	3.502840782
675	3.501010522
676	3.500156264
677	3.496169461
678	3.492789025
679	3.491423876
680	3.489353284
681	3.483486225
682	3.481046314
683	3.478918515
684	3.477087456
685	3.475665195
686	3.473006801
687	3.470537771
688	3.469350843
689	3.468439171
690	3.464839988
691	3.460990668
692	3.45918679
693	3.457464187
694	3.455477334
695	3.453939371
696	3.451491644
697	3.448920842
698	3.444903789
699	3.442686035
700	3.442398535
701	3.441267817
702	3.439670979
703	3.437991367
704	3.435036816
705	3.431355647
706	3.427385582
707	3.42452083
708	3.420924998
709	3.418362766
710	3.415073624
711	3.412099638
712	3.409772623
713	3.4082763
714	3.405504375
715	3.402580433
716	3.400892102
717	3.400137314
718	3.399623103
719	3.398532836
720	3.397423185
721	3.395562123
722	3.392809293
723	3.391158924
724	3.388513198
725	3.385993149
726	3.382974588
727	3.381570408
728	3.380285261
729	3.376599488
730	3.372823797
731	3.370670835
732	3.368552217
733	3.366412894
734	3.364945819
735	3.363127015
736	3.362311074
737	3.360638077
738	3.358792883
739	3.3555951
740	3.351778137
741	3.348474688
742	3.345692538
743	3.344624192
744	3.343669838
745	3.341574116
746	3.340929889
747	3.338088909
748	3.335977637
749	3.333426915
750	3.331814976
751	3.329840518
752	3.329239043
753	3.327678744
754	3.326048192
755	3.325594743
756	3.322552909
757	3.31990433
758	3.316590904
759	3.31484418
760	3.314268905
