iter	Passed	Remaining
635	1236	193209
636	1240	193569
637	1243	193591
638	1244	193567
639	1246	193577
640	1248	193596
641	1250	193607
642	1252	193566
643	1255	193666
644	1257	193674
645	1258	193618
646	1260	193550
647	1262	193491
648	1263	193448
649	1265	193414
650	1267	193382
651	1269	193370
652	1272	193532
653	1273	193502
654	1275	193458
655	1277	193432
656	1279	193418
657	1281	193404
658	1282	193365
659	1284	193344
660	1286	193379
661	1288	193323
662	1289	193269
663	1291	193223
664	1293	193180
665	1294	193140
666	1296	193113
667	1298	193070
668	1300	193026
669	1301	192985
670	1303	192978
671	1305	192986
672	1307	193015
673	1309	192980
674	1311	192954
675	1312	192913
676	1314	192863
677	1316	192838
678	1317	192782
679	1319	192735
680	1321	192688
681	1322	192635
682	1324	192585
683	1326	192536
684	1327	192494
685	1329	192498
686	1332	192608
687	1334	192621
688	1336	192631
689	1338	192633
690	1340	192612
691	1341	192565
692	1343	192523
693	1345	192505
694	1347	192524
695	1349	192533
696	1351	192518
697	1352	192464
698	1354	192428
699	1356	192387
700	1357	192342
701	1360	192414
702	1362	192433
703	1364	192427
704	1366	192406
705	1367	192383
706	1370	192444
707	1372	192471
708	1374	192466
709	1375	192425
710	1377	192376
711	1379	192314
712	1380	192250
713	1382	192177
714	1383	192120
715	1385	192061
716	1386	192014
717	1388	191968
718	1390	191945
719	1391	191904
720	1393	191883
721	1395	191840
722	1396	191794
723	1398	191777
724	1400	191801
725	1402	191807
726	1404	191804
727	1406	191762
728	1407	191722
729	1409	191684
730	1411	191643
731	1412	191602
732	1414	191566
733	1416	191520
734	1417	191477
735	1419	191440
736	1421	191393
737	1422	191347
738	1424	191323
739	1426	191352
740	1428	191352
741	1430	191362
742	1432	191367
743	1434	191366
744	1436	191339
745	1437	191297
746	1439	191260
747	1441	191259
748	1443	191276
749	1445	191286
750	1447	191248
751	1448	191212
752	1450	191181
753	1452	191139
754	1453	191091
755	1455	191061
756	1457	191022
757	1458	190984
758	1460	190957
759	1462	190920
760	1463	190892
761	1465	190857
762	1467	190813
763	1468	190768
764	1470	190741
765	1472	190728
766	1473	190695
767	1475	190656
768	1477	190624
769	1478	190589
770	1480	190554
771	1482	190513
772	1483	190483
773	1485	190448
774	1487	190426
775	1488	190384
776	1490	190378
777	1492	190333
778	1494	190313
779	1496	190319
780	1498	190333
781	1500	190336
782	1501	190317
783	1503	190295
784	1505	190251
785	1506	190218
786	1508	190183
787	1510	190149
788	1511	190113
789	1513	190077
790	1515	190046
791	1517	190024
792	1518	190019
793	1520	189988
794	1522	190003
795	1524	190019
796	1526	190036
797	1528	190044
798	1530	190046
799	1532	190034
800	1534	190004
801	1536	190097
802	1539	190194
803	1542	190269
804	1544	190319
805	1546	190361
806	1548	190391
807	1551	190418
808	1552	190362
809	1554	190309
810	1555	190258
811	1557	190217
812	1558	190185
813	1560	190161
814	1562	190131
815	1564	190104
816	1565	190101
817	1567	190071
818	1569	190041
819	1570	190010
820	1572	189976
821	1574	189943
822	1575	189916
823	1577	189887
824	1579	189860
825	1581	189841
826	1583	189862
827	1584	189816
828	1586	189775
829	1587	189728
830	1589	189717
831	1591	189737
832	1593	189748
833	1595	189727
834	1598	189793
835	1599	189756
836	1601	189710
837	1602	189672
838	1604	189641
839	1606	189610
840	1607	189579
841	1609	189552
842	1611	189542
843	1613	189549
844	1615	189512
845	1616	189494
846	1619	189549
847	1621	189583
848	1623	189603
849	1625	189614
850	1628	189710
851	1629	189667
852	1631	189619
853	1633	189622
854	1635	189648
855	1637	189665
856	1639	189631
857	1640	189615
858	1642	189598
859	1644	189605
860	1646	189557
861	1647	189513
862	1649	189491
863	1651	189446
864	1652	189407
865	1654	189381
866	1656	189388
867	1658	189366
868	1660	189409
869	1661	189366
870	1663	189351
871	1665	189311
872	1666	189272
873	1668	189247
874	1670	189232
875	1672	189226
876	1673	189190
877	1676	189220
878	1677	189172
879	1679	189161
880	1681	189126
881	1682	189080
882	1684	189062
883	1686	189122
884	1688	189142
885	1691	189241
886	1693	189225
887	1695	189199
888	1696	189177
889	1698	189154
890	1700	189132
891	1702	189123
892	1703	189096
893	1705	189087
894	1707	189089
895	1709	189071
896	1711	189049
897	1713	189077
898	1715	189107
899	1717	189127
900	1719	189137
901	1722	189256
902	1724	189245
903	1725	189196
904	1727	189148
905	1729	189144
906	1731	189193
907	1733	189184
908	1735	189163
909	1737	189225
910	1739	189199
911	1740	189151
912	1742	189111
913	1744	189082
914	1746	189096
915	1748	189086
916	1749	189064
917	1751	189036
918	1753	189095
919	1755	189071
920	1757	189048
921	1759	189026
922	1760	189023
923	1762	188995
924	1764	188962
925	1765	188936
926	1767	188933
927	1769	188950
928	1771	188915
929	1773	188894
930	1774	188876
931	1776	188858
932	1778	188831
933	1780	188844
934	1782	188853
935	1785	188981
936	1787	188945
937	1788	188911
938	1790	188904
939	1792	188865
940	1793	188830
941	1795	188807
942	1797	188777
943	1798	188760
944	1800	188773
945	1802	188747
946	1804	188718
947	1805	188690
948	1807	188699
949	1809	188709
950	1812	188724
951	1814	188735
952	1816	188759
953	1818	188751
954	1819	188725
955	1821	188692
956	1822	188665
957	1824	188658
958	1826	188663
959	1829	188698
960	1831	188724
961	1832	188701
962	1834	188667
963	1836	188637
964	1837	188613
965	1839	188581
966	1841	188553
967	1842	188522
968	1844	188495
969	1846	188468
970	1848	188484
971	1850	188480
972	1851	188458
973	1853	188432
974	1855	188407
