iter	Passed	Remaining
831	19325	3902
832	19348	3879
833	19370	3855
834	19393	3832
835	19414	3808
836	19436	3785
837	19456	3761
838	19479	3738
839	19499	3714
840	19524	3691
841	19545	3667
842	19566	3644
843	19589	3620
844	19610	3597
845	19631	3573
846	19654	3550
847	19677	3527
848	19698	3503
849	19725	3480
850	19746	3457
851	19767	3433
852	19794	3411
853	19823	3389
854	19853	3367
855	19876	3343
856	19899	3320
857	19924	3297
858	19946	3274
859	19966	3250
860	19989	3227
861	20011	3203
862	20033	3180
863	20055	3156
864	20074	3133
865	20096	3109
866	20120	3086
867	20143	3063
868	20164	3039
869	20188	3016
870	20210	2993
871	20233	2970
872	20255	2946
873	20280	2923
874	20303	2900
875	20325	2877
876	20347	2853
877	20366	2830
878	20390	2806
879	20410	2783
880	20433	2759
881	20452	2736
882	20473	2712
883	20499	2690
884	20523	2666
885	20547	2643
886	20569	2620
887	20591	2597
888	20615	2574
889	20637	2550
890	20662	2527
891	20686	2504
892	20710	2481
893	20733	2458
894	20754	2434
895	20778	2411
896	20800	2388
897	20828	2365
898	20860	2343
899	20882	2320
900	20904	2296
901	20928	2273
902	20950	2250
903	20973	2227
904	20993	2203
905	21014	2180
906	21039	2157
907	21060	2133
908	21083	2110
909	21104	2087
910	21127	2064
911	21148	2040
912	21169	2017
913	21190	1993
914	21211	1970
915	21235	1947
916	21259	1924
917	21281	1900
918	21301	1877
919	21327	1854
920	21350	1831
921	21373	1808
922	21394	1784
923	21417	1761
924	21441	1738
925	21463	1715
926	21487	1692
927	21509	1668
928	21533	1645
929	21554	1622
930	21577	1599
931	21598	1575
932	21622	1552
933	21647	1529
934	21669	1506
935	21691	1483
936	21712	1459
937	21734	1436
938	21755	1413
939	21778	1390
940	21799	1366
941	21821	1343
942	21847	1320
943	21877	1297
944	21899	1274
945	21921	1251
946	21942	1228
947	21962	1204
948	21987	1181
949	22008	1158
950	22036	1135
951	22056	1112
952	22080	1088
953	22102	1065
954	22129	1042
955	22152	1019
956	22179	996
957	22200	973
958	22225	950
959	22246	926
960	22267	903
961	22289	880
962	22310	857
963	22332	833
964	22352	810
965	22374	787
966	22394	764
967	22418	741
968	22440	717
969	22461	694
970	22484	671
971	22504	648
972	22527	625
973	22547	601
974	22568	578
975	22592	555
976	22613	532
977	22635	509
978	22655	485
979	22678	462
980	22698	439
981	22720	416
982	22741	393
983	22762	370
984	22784	346
985	22807	323
986	22829	300
987	22850	277
988	22881	254
989	22917	231
990	22947	208
991	22973	185
992	22993	162
993	23015	138
994	23037	115
995	23058	92
996	23080	69
997	23100	46
998	23120	23
999	23142	0
